slurm-743838_1mil.out:DATA, 2, 16, 1000000, (null), 15878595.085000
slurm-745613.out:DATA, 2, 16, 1000000, (null), 15872272.755000
slurm-746489.out:DATA, 2, 16, 1000000, (null), 12546227.790000
slurm-746490.out:DATA, 2, 16, 1000000, (null), 12578234.420000
slurm-746491.out:DATA, 2, 16, 1000000, (null), 12549626.965000
slurm-746537.out:DATA, 2, 16, 1000000, (null), 15913038.434000
slurm-746553.out:DATA, 2, 16, 1000000, (null), 15905604.311000
slurm-746567.out:DATA, 2, 32, 100000, (null), 1156058.454000
slurm-746568.out:DATA, 2, 32, 100000, (null), 1156478.344000
slurm-746569.out:DATA, 2, 32, 100000, (null), 1168617.296000
slurm-746570.out:DATA, 2, 32, 100000, (null), 1166963.786000
slurm-746571.out:DATA, 2, 32, 100000, (null), 1166280.810000
slurm-746576.out:DATA, 2, 32, 10000, (null), 117688.219000
slurm-746580.out:DATA, 2, 32, 10000, (null), 119810.254000
slurm-746581.out:DATA, 2, 32, 10000, (null), 129633.752000
slurm-746583.out:DATA, 2, 32, 10000, (null), 129637.213000
slurm-746584.out:DATA, 2, 32, 10000, (null), 129297.455000
slurm-746589.out:DATA, 2, 32, 500000, (null), 5499888.613000
slurm-746590.out:DATA, 2, 32, 500000, (null), 5508949.128000
slurm-746591.out:DATA, 2, 32, 500000, (null), 5471472.194000
slurm-746592.out:DATA, 2, 32, 500000, (null), 5473525.524000
slurm-746593.out:DATA, 2, 32, 500000, (null), 6560993.230000
slurm-746612.out:DATA, 2, 32, 10000, (null), 115406.844000
slurm-746613.out:DATA, 2, 32, 10000, (null), 118725.004000
slurm-746614.out:DATA, 2, 32, 10000, (null), 118481.299000
slurm-746615.out:DATA, 2, 32, 10000, (null), 129809.387000
slurm-746616.out:DATA, 2, 32, 10000, (null), 129765.755000
slurm-746651.out:DATA, 2, 32, 100000, (null), 1317495.846000
slurm-746652.out:DATA, 2, 32, 100000, (null), 1317447.830000
slurm-746653.out:DATA, 2, 32, 100000, (null), 1317609.677000
slurm-746654.out:DATA, 2, 32, 100000, (null), 1311896.385000
slurm-746655.out:DATA, 2, 32, 100000, (null), 1311890.442000
slurm-747204.out:DATA, 2, 32, 1000000, (null), 13241720.024000
slurm-747205.out:DATA, 2, 32, 1000000, (null), 13192455.096000
slurm-747206.out:DATA, 2, 32, 1000000, (null), 13189753.470000
slurm-747207.out:DATA, 2, 32, 1000000, (null), 13180243.002000
slurm-747208.out:DATA, 2, 32, 1000000, (null), 13190257.855000
slurm-747209.out:DATA, 2, 32, 1000000, (null), 12053967.625000
slurm-747210.out:DATA, 2, 32, 1000000, (null), 12044891.659000
slurm-747211.out:DATA, 2, 32, 1000000, (null), 12357237.107000
slurm-747212.out:DATA, 2, 32, 1000000, (null), 12369359.570000
slurm-747213.out:DATA, 2, 32, 1000000, (null), 12360223.467000
slurm-747214.out:DATA, 2, 32, 1000000, (null), 12360274.929000
slurm-749725.out:DATA, 2, 32, 500000, (null), 6469089.259000
slurm-749726.out:DATA, 2, 32, 500000, (null), 6521756.398000
slurm-749727.out:DATA, 2, 32, 500000, (null), 6757611.459000
slurm-749728.out:DATA, 2, 32, 500000, (null), 6790612.101000
slurm-749729.out:DATA, 2, 32, 500000, (null), 6759687.102000
slurm-749730.out:DATA, 2, 32, 500000, (null), 6759919.642000
slurm-749731.out:DATA, 2, 32, 500000, (null), 5766775.368000
slurm-749732.out:DATA, 2, 32, 500000, (null), 5764260.705000
slurm-749733.out:DATA, 2, 32, 500000, (null), 5774637.021000
slurm-749734.out:DATA, 2, 32, 500000, (null), 5775784.466000
slurm-749735.out:DATA, 2, 32, 500000, (null), 5775064.489000
