slurm-748338.out:DATA, 4, 1, 10000, (null), 40433.493000
slurm-748339.out:DATA, 4, 1, 10000, (null), 38183.325000
slurm-748536.out:DATA, 4, 1, 100000, (null), 383748.392000
slurm-748537.out:DATA, 4, 1, 100000, (null), 383363.569000
slurm-748538.out:DATA, 4, 1, 100000, (null), 370848.565000
slurm-748539.out:DATA, 4, 1, 100000, (null), 370950.663000
slurm-748540.out:DATA, 4, 1, 100000, (null), 371486.958000
slurm-748541.out:DATA, 4, 1, 100000, (null), 371139.359000
slurm-748542.out:DATA, 4, 1, 100000, (null), 371571.538000
slurm-748543.out:DATA, 4, 1, 100000, (null), 390313.613000
slurm-748544.out:DATA, 4, 1, 100000, (null), 371697.676000
slurm-748545.out:DATA, 4, 1, 100000, (null), 370761.863000
slurm-748546.out:DATA, 4, 1, 100000, (null), 394106.469000
slurm-748581.out:DATA, 4, 1, 100000, (null), 394106.903000
slurm-748582.out:DATA, 4, 1, 100000, (null), 390219.432000
slurm-748583.out:DATA, 4, 1, 100000, (null), 370526.854000
slurm-748584.out:DATA, 4, 1, 100000, (null), 370386.957000
slurm-748585.out:DATA, 4, 1, 100000, (null), 370345.850000
slurm-748586.out:DATA, 4, 1, 100000, (null), 390349.028000
slurm-748587.out:DATA, 4, 1, 100000, (null), 371724.097000
slurm-748588.out:DATA, 4, 1, 100000, (null), 370429.857000
slurm-748589.out:DATA, 4, 1, 100000, (null), 370371.899000
slurm-748590.out:DATA, 4, 1, 100000, (null), 390271.753000
slurm-748591.out:DATA, 4, 1, 100000, (null), 371938.730000
slurm-748632.out:DATA, 4, 1, 100000, (null), 393565.569000
slurm-748633.out:DATA, 4, 1, 100000, (null), 393456.444000
slurm-748634.out:DATA, 4, 1, 100000, (null), 370632.871000
slurm-748635.out:DATA, 4, 1, 100000, (null), 392818.294000
slurm-748636.out:DATA, 4, 1, 100000, (null), 392818.137000
slurm-748637.out:DATA, 4, 1, 100000, (null), 370910.723000
slurm-748638.out:DATA, 4, 1, 100000, (null), 370223.893000
slurm-748639.out:DATA, 4, 1, 100000, (null), 404443.801000
slurm-748640.out:DATA, 4, 1, 100000, (null), 390390.274000
slurm-748641.out:DATA, 4, 1, 100000, (null), 370796.840000
slurm-748642.out:DATA, 4, 1, 100000, (null), 370047.302000
slurm-752337.out:DATA, 4, 1, 10000, (null), 36368.920000
slurm-752338.out:DATA, 4, 1, 10000, (null), 38186.634000
slurm-752339.out:DATA, 4, 1, 10000, (null), 38732.511000
slurm-752340.out:DATA, 4, 1, 10000, (null), 38725.548000
slurm-752341.out:DATA, 4, 1, 10000, (null), 37027.357000
slurm-752342.out:DATA, 4, 1, 10000, (null), 41156.044000
slurm-752343.out:DATA, 4, 1, 10000, (null), 41157.012000
slurm-752344.out:DATA, 4, 1, 10000, (null), 37188.464000
slurm-752345.out:DATA, 4, 1, 10000, (null), 36314.796000
slurm-752346.out:DATA, 4, 1, 10000, (null), 38576.182000
slurm-752347.out:DATA, 4, 1, 10000, (null), 37758.677000
slurm-752348.out:DATA, 4, 1, 10000, (null), 37034.559000
slurm-752707.out:DATA, 4, 1, 500000, (null), 1880227.463000
slurm-752708.out:DATA, 4, 1, 500000, (null), 1888599.559000
slurm-752709.out:DATA, 4, 1, 500000, (null), 1846803.317000
slurm-752710.out:DATA, 4, 1, 500000, (null), 1847446.359000
slurm-752711.out:DATA, 4, 1, 500000, (null), 1845961.729000
slurm-752712.out:DATA, 4, 1, 500000, (null), 1859996.644000
slurm-752713.out:DATA, 4, 1, 500000, (null), 1856641.055000
slurm-752714.out:DATA, 4, 1, 500000, (null), 1985003.609000
slurm-752715.out:DATA, 4, 1, 500000, (null), 2011868.846000
slurm-752716.out:DATA, 4, 1, 500000, (null), 1849042.577000
slurm-752717.out:DATA, 4, 1, 500000, (null), 1895755.284000
slurm-752718.out:DATA, 4, 1, 500000, (null), 1895114.512000
